date,open,high,low,close,volume,average,barCount
2020-07-16 09:59:30,25456.0,25463.0,25449.0,25451.0,137,25457.4,121
2020-07-16 09:59:45,25453.0,25453.0,25447.0,25452.0,69,25450.2,69
2020-07-16 10:00:00,25454.0,25522.0,25454.0,25505.0,1015,25491.4,952
2020-07-16 10:00:15,25506.0,25533.0,25504.0,25523.0,338,25522.6,318
2020-07-16 10:00:30,25524.0,25527.0,25490.0,25493.0,306,25510.1,250
2020-07-16 10:00:45,25493.0,25500.0,25482.0,25493.0,299,25492.0,281
2020-07-16 10:01:00,25493.0,25493.0,25480.0,25483.0,227,25487.7,172
2020-07-16 10:01:15,25483.0,25484.0,25470.0,25477.0,164,25476.1,158
2020-07-16 10:01:30,25476.0,25479.0,25469.0,25470.0,77,25474.3,74
2020-07-16 10:01:45,25468.0,25479.0,25468.0,25476.0,85,25474.3,83
2020-07-16 10:02:00,25475.0,25475.0,25433.0,25434.0,297,25452.1,287
2020-07-16 10:02:15,25434.0,25439.0,25422.0,25423.0,303,25431.2,297
2020-07-16 10:02:30,25425.0,25426.0,25411.0,25423.0,295,25418.9,264
2020-07-16 10:02:45,25425.0,25440.0,25421.0,25430.0,279,25429.0,242
2020-07-16 10:03:00,25431.0,25450.0,25426.0,25440.0,261,25439.0,254
2020-07-16 10:03:15,25440.0,25448.0,25433.0,25435.0,128,25439.5,118
2020-07-16 10:03:30,25435.0,25443.0,25428.0,25431.0,180,25435.7,150
2020-07-16 10:03:45,25432.0,25435.0,25418.0,25420.0,186,25425.3,158
2020-07-16 10:04:00,25419.0,25428.0,25415.0,25425.0,205,25419.5,195
2020-07-16 10:04:15,25425.0,25433.0,25423.0,25431.0,141,25427.8,128
2020-07-16 10:04:30,25430.0,25439.0,25424.0,25430.0,121,25432.7,114
2020-07-16 10:04:45,25429.0,25434.0,25427.0,25433.0,115,25430.8,112
2020-07-16 10:05:00,25434.0,25458.0,25434.0,25458.0,256,25442.3,241
2020-07-16 10:05:15,25457.0,25479.0,25453.0,25470.0,358,25468.2,340
2020-07-16 10:05:30,25468.0,25468.0,25451.0,25451.0,160,25461.2,137
2020-07-16 10:05:45,25451.0,25451.0,25435.0,25437.0,183,25444.5,158
2020-07-16 10:06:00,25439.0,25452.0,25429.0,25448.0,178,25442.3,167
2020-07-16 10:06:15,25447.0,25451.0,25429.0,25429.0,159,25439.0,138
2020-07-16 10:06:30,25429.0,25433.0,25424.0,25429.0,147,25428.2,133
2020-07-16 10:06:45,25430.0,25431.0,25425.0,25429.0,90,25427.5,84
2020-07-16 10:07:00,25427.0,25438.0,25420.0,25425.0,204,25426.8,196
2020-07-16 10:07:15,25424.0,25457.0,25421.0,25450.0,205,25441.3,200
2020-07-16 10:07:30,25450.0,25454.0,25421.0,25428.0,208,25438.2,185
2020-07-16 10:07:45,25428.0,25428.0,25406.0,25406.0,343,25415.1,325
2020-07-16 10:08:00,25406.0,25410.0,25392.0,25400.0,346,25403.0,317
2020-07-16 10:08:15,25399.0,25412.0,25396.0,25406.0,163,25405.1,149
2020-07-16 10:08:30,25406.0,25411.0,25402.0,25408.0,81,25406.7,79
2020-07-16 10:08:45,25407.0,25409.0,25396.0,25398.0,107,25402.3,102
2020-07-16 10:09:00,25398.0,25414.0,25392.0,25409.0,234,25402.4,220
2020-07-16 10:09:15,25413.0,25421.0,25404.0,25405.0,151,25414.7,133
2020-07-16 10:09:30,25406.0,25410.0,25396.0,25397.0,143,25403.5,122
2020-07-16 10:09:45,25397.0,25398.0,25389.0,25398.0,161,25392.6,157
2020-07-16 10:10:00,25397.0,25398.0,25384.0,25389.0,298,25390.9,271
2020-07-16 10:10:15,25390.0,25390.0,25378.0,25382.0,257,25382.8,214
2020-07-16 10:10:30,25381.0,25383.0,25373.0,25377.0,162,25377.1,156
2020-07-16 10:10:45,25377.0,25387.0,25370.0,25377.0,105,25378.0,102
2020-07-16 10:11:00,25377.0,25390.0,25372.0,25384.0,171,25379.7,153
2020-07-16 10:11:15,25384.0,25386.0,25371.0,25374.0,129,25377.6,111
